,adj,freq
1759,surprised,8
1760,deadline,1
1761,sending,3
1762,refurbish,1
1763,maze,1
1764,senate,15
1765,marsha,1
1766,report,6
1767,wti,1
1768,concrete,7
1769,reverse,7
1770,station,3
1771,continuous,9
1772,efblgts,2
1773,orderly,1
1774,hunkered,1
1775,fog,1
1776,student,4
1777,dang,1
1778,mode,2
1779,monsignor,2
1780,uncover,3
1781,foremost,2
1782,danbury,2
1783,bethel,1
1784,complement,1
1785,din,1
1786,hartford,2
1787,dickenson,1
1788,mall,12
1789,residual,1
1790,loud,16
1791,waited,5
1792,uniformed,4
1793,em,3
1794,confirmation,1
1795,inundetermined,1
1796,religious,40
1797,lucky,14
1798,offsite,1
1799,systemic,5
1800,personalized,5
1801,loukdown,3
1802,useful,3
1803,abundance,1
1804,resource,1
1805,firm,3
1806,adult,5
1807,transport,1
1808,commissioner,1
1809,february,14
1810,pete,34
1811,confident,16
1812,uninterrupted,1
1813,linger,1
1814,columbine,18
1815,laid,1
1816,coming,17
1817,msnbc,15
1818,confronted,3
1819,knife,1
1820,stabbed,1
1821,rural,7
1822,chardon,1
1823,broader,11
1824,methodist,5
1825,tamron,2
1826,safer,2
1827,monitoring,2
1828,scenic,1
1829,indicated,2
1830,walk,12
1831,impossible,36
1832,tug,1
1833,daniel,1
1834,paige,1
1835,saved,2
1836,colin,7
1837,advocate,5
1838,block,4
1839,lig,1
1840,died,5
1841,hose,1
1842,hook,9
1843,mayor,9
1844,willing,23
1845,commented,2
1846,taught,6
1847,expect,9
1848,ian,3
1849,deepest,10
1850,lieberman,1
1851,psyche,2
1852,comprehend,1
1853,boyd,1
1854,county,8
1855,bucolic,1
1856,hyper,1
1857,park,1
1858,committed,15
1859,enact,3
1860,welker,3
1861,lanaza,1
1862,disturbing,1
1863,painic,1
1864,teacher,4
1865,customary,2
1866,garden,1
1867,lie,1
1868,unspeakable,37
1869,identity,3
1870,aktsive,2
1871,encountered,1
1872,lend,4
1873,eatpete,1
1874,affect,13
1875,vest,2
1876,even,2
1877,guess,14
1878,false,6
1879,searched,2
1880,auraora,1
1881,hearted,4
1882,drilled,1
1883,gym,3
1884,michelle,3
1885,jersey,2
1886,tight,10
1887,grim,14
1888,legislative,11
1889,notwithstanding,2
1890,assault,2
1891,julian,2
1892,devastating,7
1893,strongest,1
1894,tend,4
1895,wacko,1
1896,arm,1
1897,copycat,2
1898,execute,3
1899,carolyn,5
1900,godard,1
1901,mccarthy,7
1902,unreasonable,2
1903,bobby,1
1904,gai,1
1905,congressman,7
1906,noticed,3
1907,occurs,1
1908,lose,7
1909,captive,1
1910,stomach,2
1911,patch,1
1912,lived,3
1913,unthinkable,31
1914,unlikeliest,1
1915,congregational,2
1916,feeling,2
1917,clergy,5
1918,drove,7
1919,sklchool,1
1920,nestled,1
1921,ventilated,1
1922,id,4
1923,idea,2
1924,maniacal,1
1925,impress,3
1926,shield,1
1927,symzimmerman,1
1928,nsa,4
1929,universal,10
1930,knbc,1
1931,frightened,3
1932,abrupt,1
1933,marital,1
1934,chested,1
1935,uerel,1
1936,smart,16
1937,logo,1
1938,colbert,1
1939,gram,3
1940,dusty,1
1941,uneven,1
1942,bumpy,1
1943,sarah,10
1944,defective,1
1945,round,3
1946,jimmy,1
1947,abdul,3
1948,jose,6
1949,opposite,6
1950,muhammad,2
1951,sest,2
1952,malik,1
1953,electronic,15
1954,surprising,14
1955,outstanding,12
1956,lebron,1
1957,inspired,4
1958,excitement,4
1959,camera,2
1960,indictment,1
1961,flash,4
1962,posted,1
1963,dismissed,1
1964,sometime,4
1965,psychiatrysigh,1
1966,hole,2
1967,m,1
1968,homicidal,1
1969,endanger,1
1970,trustworthiness,1
1971,olive,1
1972,ougts,1
1973,marco,7
1974,curry,3
1975,decided,1
1976,upside,1
1977,roundtable,1
1978,steph,2
1979,charismatic,2
1980,hispanic,1
1981,davidson,1
1982,charisma,1
1983,candidate,1
1984,hypothetical,1
1985,feedback,1
1986,louis,2
1987,inaction,1
1988,hit,6
1989,wear,3
1990,wearable,1
1991,foresee,3
1992,vigilant,8
1993,riot,3
1994,unmarked,1
1995,stationary,1
1996,extreme,11
1997,nate,1
1998,hearsay,1
1999,accomplish,3
2000,neiman,2
2001,congregated,1
2002,skeptical,1
2003,rainy,1
2004,reese,2
2005,fresh,7
2006,graphic,6
2007,trust,2
2008,fence,1
2009,wheelchair,1
2010,discernible,1
2011,march,1
2012,shop,6
2013,rotten,1
2014,upheaval,1
2015,unsustained,1
2016,warrant,4
2017,simple,24
2018,flipping,1
2019,downtown,15
2020,navy,13
2021,miserable,2
2022,blocked,2
2023,threatened,2
2024,fueled,2
2025,outrageous,3
2026,gop,5
2027,break,5
2028,improve,3
2029,doctor,8
2030,leak,1
2031,malicious,2
2032,utter,5
2033,comey,1
2034,cloud,4
2035,parolee,1
2036,rail,4
2037,famer,2
2038,remote,4
2039,paperwork,2
2040,tampa,1
2041,bay,74
2042,nfl,2
2043,photograph,3
2044,fancy,5
2045,fabulous,17
2046,unidentified,5
2047,stayed,2
2048,goldman,1
2049,excited,6
2050,track,5
2051,athe,2
2052,whilte,1
2053,olivia,1
2054,opening,1
2055,fit,10
2056,julie,3
2057,dx,1
2058,dxy,1
2059,greece,3
2060,uber,12
2061,pimm,2
2062,terminal,3
2063,carry,6
2064,emmanuel,6
2065,nonviolent,3
2066,sacred,14
2067,christian,7
2068,hate,15
2069,prayer,17
2070,unity,8
2071,allm,1
2072,faith,16
2073,euro,7
2074,bloomberg,13
2075,marine,4
2076,supersize,1
2077,earful,1
2078,episcopal,33
2079,anguish,4
2080,viable,1
2081,inner,4
2082,weaker,8
2083,inflict,9
2084,signal,5
2085,canrehensive,1
2086,imf,1
2087,unaware,3
2088,mark,7
2089,conversation,2
2090,church,5
2091,dylann,16
2092,driven,6
2093,dineskue,2
2094,crimea,6
2095,ukrainian,3
2096,pro,8
2097,mayar,3
2098,pressure,2
2099,hawkish,1
2100,catalonia,3
2101,iginal,1
2102,declare,1
2103,cyclical,2
2104,temporary,2
2105,mandalay,19
2106,mccarran,9
2107,kevin,5
2108,francine,3
2109,keene,1
2110,audio,16
2111,uncertain,2
2112,nejra,5
2113,map,6
2114,upith,3
2115,newnd,2
2116,ii,2
2117,efficient,7
2118,onkeep,1
2119,roberto,2
2120,london,4
2121,speech,4
2122,aech,2
2123,asasan,1
2124,terrific,6
2125,indiscernible,4
2126,swirl,1
2127,aldean,65
2128,lombardo,6
2129,inequality,2
2130,wall,8
2131,acclaimed,1
2132,iconic,5
2133,jason,21
2134,route,8
2135,regulatory,2
2136,october,4
2137,franco,2
2138,repetitive,1
2139,ap,3
2140,name,10
2141,gunfire,4
2142,puerto,27
2143,acted,3
2144,wuts,6
2145,affected,12
2146,emma,5
2147,warmest,35
2148,peg,2
2149,monthly,6
2150,ebruary,1
2151,festival,52
2152,excess,4
2153,europe,1
2154,negative,4
2155,incorporate,1
2156,capital,1
2157,olumnist,1
2158,tedious,9
2159,believed,4
2160,checked,9
2161,strategic,4
2162,reaction,4
2163,stephen,16
2164,shy,1
2165,silent,2
2166,politicized,2
2167,kim,1
2168,areanjured,1
2169,politicalational,2
2170,approximate,7
2171,mind,6
2172,sight,5
2173,nefarious,2
2174,sheriff,49
2175,stocko,1
2176,clark,16
2177,utmost,1
2178,mnuchin,1
2179,cory,1
2180,stepheneen,1
2181,pure,24
2182,f,5
2183,eneral,2
2184,elizabeth,4
2185,represent,2
2186,kick,1
2187,halloween,3
2188,lawn,4
2189,louisiana,3
2190,congressional,11
2191,huckabee,3
2192,staunch,1
2193,opponent,1
2194,allowl,1
2195,conservative,3
2196,talev,2
2197,margaret,3
2198,participate,1
2199,stringent,1
2200,eco,3
2201,script,1
2202,ofis,1
2203,uniting,1
2204,narrow,3
2205,doubtful,2
2206,bipartisan,7
2207,manchin,1
2208,mysterious,2
2209,secretarye,1
2210,unite,12
2211,liu,1
2212,empire,2
2213,geopolitical,1
2214,ritual,5
2215,aftermath,12
2216,interior,4
2217,investigated,2
2218,hong,3
2219,yvonne,1
2220,defend,2
2221,kill,6
2222,lyric,2
2223,dog,3
2224,salary,1
2225,straightforward,1
2226,outdone,1
2227,precipitous,1
2228,fertilizer,1
2229,toxic,4
2230,ash,3
2231,squawk,9
2232,bible,47
2233,oldest,40
2234,boot,3
2235,fullest,1
2236,ifshlths,1
2237,ipo,3
2238,ibm,7
2239,andrew,1
2240,becky,1
2241,discount,1
2242,ea,1
2243,flown,7
2244,roundup,1
2245,mandole,2
2246,youthful,1
2247,prudential,2
2248,attract,4
2249,clint,2
2250,mad,10
2251,yodepartment,2
2252,grateful,19
2253,gocentral,3
2254,reinvent,1
2255,rubbish,1
2256,closed,14
2257,neek,1
2258,xtne,1
2259,lennar,1
2260,yum,1
2261,awesome,4
2262,listening,3
2263,indicate,5
2264,impacted,5
2265,ta,7
2266,assessment,3
2267,derogatory,7
2268,citation,7
2269,taut,1
2270,optimum,1
2271,transferred,2
2272,newsline,3
2273,orlando,15
2274,nightclub,8
2275,idealogical,2
2276,insane,3
2277,illness,2
2278,evilness,2
2279,demarcho,1
2280,rhtacig,1
2281,concert,61
2282,advanced,3
2283,harvest,10
2284,aldine,2
2285,clinical,4
2286,methodical,5
2287,involvement,7
2288,con,1
2289,responded,1
2290,organizes,2
2291,characterize,1
2292,hospitalized,6
2293,boulevard,7
2294,yes,2
2295,nyc,2
2296,nasdaq,7
2297,jane,1
2298,ete,1
2299,fun,2
2300,inflammatory,1
2301,dynamic,5
2302,incentive,1
2303,spike,1
2304,shine,1
2305,golden,3
2306,hq,3
2307,resort,2
2308,militant,2
2309,respon,1
2310,diplomatic,17
2311,korea,4
2312,courageous,10
2313,miraculous,5
2314,teachable,1
2315,lesson,1
2316,weak,1
2317,mesquite,20
2318,implied,1
2319,trigger,2
2320,vulnerability,1
2321,gon,1
2322,trading,2
2323,eighth,2
2324,quarterly,2
2325,bilateral,3
2326,luncheon,1
2327,froa,1
2328,briefed,3
2329,travel,6
2330,conceivable,1
2331,observable,2
2332,agreat,1
2333,deeper,3
2334,behavior,5
2335,prominent,15
2336,meddle,1
2337,external,3
2338,realistic,3
2339,toughest,2
2340,ban,2
2341,graceful,1
2342,attractive,1
2343,profile,9
2344,kayla,1
2345,reflect,1
2346,oklahoma,4
2347,scale,4
2348,bush,6
2349,behavioral,3
2350,aw,1
2351,donate,13
2352,madam,4
2353,dina,10
2354,companionship,1
2355,carl,6
2356,tropicana,5
2357,display,1
2358,eerie,7
2359,empty,7
2360,anticipae,1
2361,unilateral,1
2362,forceful,1
2363,paddock,2
2364,communicated,1
2365,ariana,3
2366,watershed,3
2367,ifin,1
2368,midst,5
2369,valley,5
2370,layman,1
2371,unforeseen,1
2372,propaganda,1
2373,rebuked,1
2374,finest,4
2375,unprecedented,4
2376,nuanced,2
2377,porous,3
2378,nuclear,1
2379,accessible,3
2380,demonstrate,1
2381,metro,18
2382,sole,8
2383,inundated,2
2384,evaluate,2
2385,laborious,5
2386,disguised,1
2387,hotel,4
2388,loop,1
2389,contrary,3
2390,l,2
2391,darkest,3
2392,tausche,1
2393,crazed,2
2394,fanatic,1
2395,grapple,3
2396,cadre,2
2397,relevant,4
2398,interday,1
2399,weakest,2
2400,material,1
2401,casino,5
2402,facial,1
2403,ample,3
2404,forensic,17
2405,task,1
2406,regrettable,1
2407,preincident,1
2408,sent,8
2409,certified,1
2410,circus,1
2411,unnoticed,1
2412,amiss,2
2413,comment,2
2414,resilient,14
2415,st,2
2416,mg,1
2417,cheapest,1
2418,mgm,1
2419,pal,3
2420,ought,1
2421,nest,1
2422,wynn,1
2423,performe,1
2424,neat,1
2425,incremental,1
2426,bb,1
2427,seymour,1
2428,empower,1
2429,nod,1
2430,sheila,1
2431,cynical,2
2432,wholesale,1
2433,desired,1
2434,instantaneous,3
2435,standby,4
2436,appreciative,6
2437,hide,8
2438,swift,3
2439,reset,2
2440,vigil,16
2441,handy,4
2442,parish,8
2443,lit,2
2444,brutal,4
2445,include,7
2446,fathom,4
2447,dazed,2
2448,confused,2
2449,glum,1
2450,understandable,5
2451,appalling,8
2452,schoolchildren,13
2453,rid,9
2454,counsellor,3
2455,ridiculous,6
2456,politician,5
2457,equal,9
2458,gleer,2
2459,divide,5
2460,nra,13
2461,home,3
2462,flip,2
2463,verizon,2
2464,robocall,3
2465,soledad,4
2466,galaxy,1
2467,siii,1
2468,recommend,2
2469,outburst,2
2470,moral,18
2471,ab,2
2472,snapped,2
2473,fear,14
2474,burnett,1
2475,heartfelt,4
2476,pickup,3
2477,postal,2
2478,spacious,1
2479,autistic,3
2480,introduce,4
2481,astute,2
2482,hoeboken,1
2483,comfort,1
2484,heartburn,1
2485,healthish,1
2486,griffin,1
2487,spread,8
2488,path,6
2489,scripture,1
2490,pray,12
2491,seriousness,2
2492,wrd,1
2493,frustrated,1
2494,mindy,1
2495,helpless,2
2496,vociferous,1
2497,benedict,6
2498,sol,1
2499,married,4
2500,dean,8
2501,message,4
2502,candle,1
2503,woor,2
2504,wei,4
2505,grief,22
2506,spiritual,6
2507,gabrielle,2
2508,blesds,1
2509,questioned,2
2510,airway,1
2511,brother,9
2512,shout,6
2513,massic,3
2514,load,4
2515,plif,2
2516,homeless,3
2517,stiff,3
2518,trick,4
2519,vatican,7
2520,ali,12
2521,velshi,1
2522,droid,6
2523,foreman,4
2524,christ,2
2525,synonymous,2
2526,away,1
2527,anderson,8
2528,abuzz,1
2529,extended,3
2530,witnessed,7
2531,weekly,13
2532,fifty,4
2533,somber,4
2534,solemn,1
2535,unfillable,2
2536,void,2
2537,hardest,3
2538,westminster,1
2539,cathedral,1
2540,australian,4
2541,walmart,2
2542,bright,3
2543,awkward,1
2544,countless,5
2545,saturday,28
2546,heavier,4
2547,annual,4
2548,say,4
2549,funny,1
2550,easterable,2
2551,devastated,1
2552,tv,1
2553,dun,2
2554,radio,1
2555,conscientious,1
2556,dedicated,2
2557,shaken,2
2558,unsuccessful,3
2559,bader,1
2560,ifs,1
2561,grader,1
2562,crowded,3
2563,occupied,1
2564,challenging,1
2565,tour,2
2566,welcomed,4
2567,accepted,1
2568,indelible,3
2569,impressed,2
2570,layout,1
2571,librarian,7
2572,enable,5
2573,dear,10
2574,parse,1
2575,funeral,4
2576,beloved,4
2577,meanwhile,6
2578,resounding,1
2579,unheard,1
2580,freetown,2
2581,gartdergarten,1
2582,worcesterst,1
2583,boggle,1
2584,assign,3
2585,heartbreaking,6
2586,plooez,1
2587,abide,3
2588,townspeople,3
2589,gradual,1
2590,pam,1
2591,renew,1
2592,stricken,1
2593,heartbroken,4
2594,regularly,1
2595,grieving,1
2596,avert,2
2597,passionate,3
2598,te,4
2599,force,2
2600,lou,11
2601,orve,2
2602,lemon,5
2603,reveal,1
2604,toufrgh,1
2605,newest,2
2606,chilled,2
2607,bin,2
2608,feel,5
2609,depth,3
2610,vial,1
2611,decorate,1
2612,pristine,2
2613,deb,2
2614,idyllic,3
2615,alleged,11
2616,son,9
2617,morsi,1
2618,rifle,15
2619,dice,1
2620,latino,2
2621,two,1
2622,exhausting,1
2623,wrestle,1
2624,burst,4
2625,overwhelmed,3
2626,bought,2
2627,lev,1
2628,suspecter,1
2629,bolduan,5
2630,ached,1
2631,care,2
2632,forced,6
2633,nassau,1
2634,seventh,2
2635,amidst,3
2636,rough,5
2637,understatement,1
2638,formidable,1
2639,aiden,1
2640,banquet,1
2641,thriving,1
2642,israel,1
2643,sanjay,1
2644,liked,4
2645,buenos,1
2646,fix,3
2647,herkemeier,1
2648,stuck,4
2649,exhaustive,1
2650,honorable,1
2651,animal,4
2652,pentagon,1
2653,indian,1
2654,distrustful,1
2655,precisely,2
2656,sparkly,3
2657,couch,4
2658,widespread,3
2659,carjack,1
2660,cross,7
2661,internship,4
2662,bag,11
2663,chased,3
2664,organized,4
2665,asian,11
2666,swath,2
2667,served,2
2668,manifesto,1
2669,tell,6
2670,marquez,1
2671,birth,1
2672,obsessed,2
2673,urgent,5
2674,distinguish,1
2675,unstable,5
2676,content,2
2677,grazed,1
2678,underneath,3
2679,numb,3
2680,nica,2
2681,crawled,2
2682,entrance,1
2683,unused,1
2684,cared,1
2685,whistle,1
2686,sear,3
2687,nationwide,2
2688,inhappened,2
2689,trail,2
2690,sigh,5
2691,wntr,2
2692,oscar,1
2693,pamela,9
2694,ocean,4
2695,africa,2
2696,death,7
2697,packed,8
2698,sweet,3
2699,unique,15
2700,prosperous,5
2701,chart,2
2702,watched,6
2703,seemed,1
2704,casual,1
2705,surreal,4
2706,paramilitary,2
2707,walking,1
2708,protective,9
2709,proof,1
2710,bedridden,1
2711,curnow,1
2712,oceanfront,2
2713,kathleen,1
2714,ran,8
2715,demolish,1
2716,confrontation,3
2717,hijacked,1
2718,newark,1
2719,pointblank,1
2720,transplant,2
2721,ammo,1
2722,along,8
2723,fredricka,18
2724,navarro,3
2725,wech,1
2726,noon,3
2727,rancho,1
2728,ariel,1
2729,play,1
2730,gunned,3
2731,invest,4
2732,vital,5
2733,metabolic,2
2734,wet,2
2735,addressed,7
2736,tushrned,2
2737,seabrooks,2
2738,albert,3
2739,cheap,5
2740,ar,3
2741,firing,3
2742,reiterate,2
2743,fir,1
2744,ford,1
2745,ntact,2
2746,scream,4
2747,loaded,4
2748,neutralized,3
2749,t,2
2750,oim,2
2751,gooden,1
2752,estimate,1
2753,victoria,3
2754,undergone,1
2755,isla,20
2756,hln,2
2757,christi,1
2758,uv,1
2759,reportedly,1
2760,purina,1
2761,premeditated,8
2762,working,2
2763,add,7
2764,deli,2
2765,leading,4
2766,outlined,1
2767,simplify,2
2768,beach,3
2769,pizza,1
2770,avery,1
2771,barbara,6
2772,revealed,1
2773,sober,2
2774,reek,1
2775,anniversary,3
2776,abdullah,1
2777,royal,1
2778,muslim,3
2779,chaos,4
2780,deputy,2
2781,voice,2
2782,scheduled,4
2783,base,1
2784,shell,1
2785,detroit,1
2786,fred,1
2787,bmw,1
2788,intense,7
2789,terrorized,1
2790,firework,1
2791,insidious,1
2792,educational,1
2793,experience,5
2794,rebound,1
2795,gunbattle,3
2796,holiday,6
2797,iv,1
2798,brush,1
2799,monkey,1
2800,residue,2
2801,celestial,1
2802,unconscionable,1
2803,youtube,3
2804,shattered,5
2805,compelling,1
2806,serta,3
2807,deborah,4
2808,pin,1
2809,commend,1
2810,let,6
2811,inud,1
2812,weird,3
2813,elliot,5
2814,bent,3
2815,head,4
2816,turned,10
2817,ease,1
2818,thatmemorialized,1
2819,uva,1
2820,debra,2
2821,quicken,3
2822,pervasive,1
2823,cooper,1
2824,killough,2
2825,july,13
2826,emanual,11
2827,ame,22
2828,ivan,2
2829,kong,2
2830,errol,1
2831,rosemary,2
2832,runway,1
2833,slavery,3
2834,underground,3
2835,located,2
2836,hush,6
2837,lion,6
2838,caucasian,1
2839,unacceptable,6
2840,calhoun,3
2841,christine,2
2842,underway,18
2843,bomb,6
2844,detect,4
2845,crash,1
2846,university,2
2847,costa,3
2848,cherished,1
2849,noted,1
2850,murdered,1
2851,historical,7
2852,canine,2
2853,charleston,61
2854,sanctuary,9
2855,consumate,1
2856,inexplicable,4
2857,intolerable,4
2858,distinctive,9
2859,greg,6
2860,assistance,6
2861,flier,1
2862,bishop,1
2863,nora,1
2864,urge,1
2865,urinary,4
2866,pastor,6
2867,pillar,2
2868,everybody,8
2869,consolidated,2
2870,arrived,1
2871,clementa,12
2872,fulful,1
2873,holy,8
2874,brook,1
2875,notify,2
2876,assistant,2
2877,overpriced,1
2878,musc,1
2879,quinta,1
2880,pertinent,1
2881,uncomprehensible,1
2882,clearest,1
2883,mullen,1
2884,carol,3
2885,flesh,4
2886,test,1
2887,virgin,9
2888,approached,1
2889,thoughtful,3
2890,considerate,1
2891,worship,6
2892,cousin,1
2893,williams,2
2894,evening,1
2895,microsoft,1
2896,madrid,1
2897,smallest,4
2898,usaa,12
2899,naacp,3
2900,spare,3
2901,acid,1
2902,stressful,1
2903,thug,1
2904,sermon,1
2905,hujge,1
2906,attacked,4
2907,pair,1
2908,preached,1
2909,mandatory,1
2910,symbolic,5
2911,ill,6
2912,offender,1
2913,examine,2
2914,unnecessary,2
2915,wholesome,6
2916,delicious,12
2917,ed,21
2918,contiguous,3
2919,sleeve,1
2920,native,5
2921,carolinian,1
2922,attentive,1
2923,morris,4
2924,kate,4
2925,valencia,1
2926,perez,1
2927,license,4
2928,solar,2
2929,root,3
2930,intensive,1
2931,accident,3
2932,senator,2
2933,massacre,21
2934,loretta,2
2935,memphis,2
2936,egregious,2
2937,sit,1
2938,soul,9
2939,northwest,6
2940,majestic,1
2941,glorify,1
2942,cultural,3
2943,riffic,1
2944,assure,1
2945,define,1
2946,thorough,1
2947,cooperative,3
2948,pleased,3
2949,spotted,1
2950,da,1
2951,timef,1
2952,commitment,1
2953,inspirational,1
2954,g,4
2955,acosta,1
2956,achievable,1
2957,loophole,1
2958,palpable,3
2959,revive,2
2960,preesh,2
2961,yapreciative,2
2962,shelby,16
2963,singleton,2
2964,goosecreek,2
2965,comprehensive,1
2966,chur,1
2967,joy,3
2968,aingenger,1
2969,unparalleled,3
2970,slave,7
2971,beacon,1
2972,lingered,1
2973,ide,1
2974,frenzied,1
2975,parallel,2
2976,anywhere,3
2977,calhoon,1
2978,mob,2
2979,burn,3
2980,retire,1
2981,examined,1
2982,guilt,1
2983,rigorous,1
2984,diabolical,1
2985,amount,1
2986,accept,1
2987,nixon,1
2988,occupant,1
2989,team,2
2990,ana,1
2991,ethel,1
2992,baptist,1
2993,cowardly,1
2994,birthday,2
2995,cuz,4
2996,meant,4
2997,longshoreman,1
2998,saudi,1
2999,younger,8
3000,matriarch,1
3001,antigovernment,1
3002,ratist,1
3003,launch,1
3004,medic,2
3005,cynthia,3
3006,sharonda,1
3007,susy,1
3008,referee,1
3009,revoting,1
3010,frosted,3
3011,nabbed,1
3012,inflicted,1
3013,unimagine,1
3014,owes,1
3015,wesleyan,2
3016,matthew,1
3017,put,3
3018,sweatshirt,1
3019,presidency,1
3020,chilling,2
3021,alina,1
3022,handoff,2
3023,waived,2
3024,tarmac,1
3025,heartbreak,1
3026,ethnic,1
3027,todd,3
3028,erin,7
3029,study,2
3030,dig,3
3031,heidi,1
3032,foreclose,1
3033,tywanza,1
3034,rape,3
3035,graham,1
3036,vern,2
3037,gosney,1
3038,looked,1
3039,layton,1
3040,waldo,1
3041,joe,3
3042,outrage,5
3043,vocal,1
3044,endless,1
3045,responsive,1
3046,hunger,4
3047,hungriest,1
3048,lab,4
3049,courier,10
3050,doorbell,4
3051,plus,10
3052,multistory,1
3053,untold,4
3054,jonathan,3
3055,anytime,1
3056,frightening,1
3057,reassured,2
3058,extremist,2
3059,enjoy,1
3060,stand,1
3061,vicki,3
3062,ordeal,1
3063,partial,3
3064,lexus,1
3065,december,1
3066,enforcement,7
3067,focussed,1
3068,rundown,1
3069,respond,4
3070,namzaric,1
3071,cecal,3
3072,grab,1
3073,picked,3
3074,pulled,6
3075,coordinate,3
3076,propane,1
3077,detection,1
3078,ascertain,1
3079,ideology,2
3080,added,2
3081,showdown,1
3082,vic,1
3083,robertson,1
3084,oswald,1
3085,policeman,1
3086,malice,1
3087,assassination,1
3088,vietnamese,2
3089,vietcong,2
3090,embassy,3
3091,appetite,1
3092,stephanie,11
3093,lipsen,1
3094,bulletproof,3
3095,suppose,2
3096,technic,1
3097,specttive,1
3098,cam,1
3099,hern,1
3100,hoern,2
3101,unturned,6
3102,guitar,1
3103,parked,4
3104,extract,4
3105,francis,3
3106,uganda,1
3107,joey,2
3108,elevate,1
3109,elam,5
3110,ozy,2
3111,intentional,1
3112,excessive,2
3113,built,1
3114,hurt,2
3115,minimal,1
3116,paralyzed,4
3117,windshield,1
3118,victor,2
3119,tag,1
3120,select,6
3121,protected,3
3122,alerted,1
3123,ned,1
3124,gillian,1
3125,ideological,2
3126,ripe,3
3127,narrowed,1
3128,azi,1
3129,peer,1
3130,swasey,1
3131,abdeslam,1
3132,technician,1
3133,footwear,1
3134,soup,1
3135,delicate,2
3136,striking,6
3137,risky,2
3138,alexandra,2
3139,jugular,1
3140,stack,1
3141,offen,1
3142,tribute,2
3143,u,3
3144,garrett,1
3145,penrose,2
3146,breakdown,4
3147,gilliam,1
3148,mome,1
3149,kiss,1
3150,encounter,1
3151,diverse,3
3152,payrollized,1
3153,yearlong,1
3154,supplement,1
3155,invaluable,7
3156,hid,5
3157,pert,1
3158,firsthand,2
3159,weighed,1
3160,disagree,2
3161,somehow,2
3162,frighten,3
3163,achieve,3
3164,scare,2
3165,properly,1
3166,reserve,2
3167,rocky,1
3168,devoted,6
3169,nasty,2
3170,poppy,19
3171,danger,1
3172,healthier,3
3173,rechargeable,1
3174,accountable,4
3175,beneficial,2
3176,renowned,2
3177,gamble,6
3178,felt,2
3179,principle,3
3180,sara,5
3181,unitarian,2
3182,universalist,2
3183,selfless,5
3184,breath,1
3185,irate,2
3186,traveled,1
3187,boyfriend,2
3188,started,5
3189,pushed,1
3190,placed,1
3191,improvised,1
3192,undermine,1
3193,boyle,1
3194,gang,2
3195,rational,1
3196,snub,1
3197,remorse,3
3198,kasich,1
3199,dermatologist,1
3200,serial,3
3201,togeth,2
3202,delegate,1
3203,flung,1
3204,sew,1
3205,george,5
3206,mexico,2
3207,gunpowder,1
3208,kia,1
3209,virtual,1
3210,casualy,1
3211,ri,1
3212,chosen,3
3213,seize,3
3214,chose,2
3215,pufrp,1
3216,layer,1
3217,strengthen,1
3218,goithese,1
3219,emphatic,1
3220,belief,1
3221,gary,2
3222,impactful,1
3223,post,3
3224,wherewithal,2
3225,tweet,6
3226,mick,3
3227,bryan,5
3228,fest,3
3229,earwitness,1
3230,residence,1
3231,rang,2
3232,kwroefplt,2
3233,twenty,3
3234,mattic,1
3235,killing,3
3236,staoup,1
3237,scared,1
3238,bravery,1
3239,darren,1
3240,awe,3
3241,grande,1
3242,marilou,7
3243,owe,2
3244,undersheriff,4
3245,uniquely,1
3246,extend,3
3247,underslfr,1
3248,experienced,4
3249,pulse,14
3250,sooe,1
3251,flike,1
3252,performer,2
3253,ko,1
3254,lasted,3
3255,admiral,2
3256,tlu,2
3257,suggested,2
3258,arsenal,2
3259,later,1
3260,kept,1
3261,muzzle,2
3262,amazed,3
3263,ppolitan,2
3264,lom,1
3265,harlow,3
3266,duress,2
3267,designated,2
3268,jumped,2
3269,treating,1
3270,analogous,1
3271,iraq,5
3272,situated,1
3273,ambush,1
3274,resuscitation,2
3275,salt,2
3276,advised,1
3277,separated,2
3278,closest,8
3279,reconcile,1
3280,musical,6
3281,psychopath,4
3282,immense,2
3283,analyze,1
3284,confirmed,4
3285,nonexistent,1
3286,kindness,1
3287,deck,1
3288,someplace,1
3289,engaged,1
3290,vantage,6
3291,upsetting,1
3292,unrelentless,1
3293,healthcare,1
3294,avid,13
3295,simon,2
3296,icu,1
3297,umc,10
3298,stocked,1
3299,unleash,2
3300,megan,1
3301,gum,2
3302,carbs,1
3303,expired,1
3304,akin,1
3305,focus,2
3306,interrogate,1
3307,sonny,6
3308,prized,1
3309,indivisible,5
3310,rico,9
3311,lynn,1
3312,replaced,2
3313,choked,3
3314,saddened,1
3315,tail,2
3316,evan,1
3317,frozen,4
3318,spog,1
3319,detector,3
3320,defenseless,3
3321,sunny,2
3322,fund,1
3323,registered,3
3324,orthopedic,1
3325,stockpile,2
3326,explain,2
3327,happens,3
3328,girlfriend,2
3329,song,2
3330,utilizes,1
3331,wound,2
3332,breached,2
3333,harm,1
3334,determined,1
3335,revisit,1
3336,lan,3
3337,confusing,3
3338,karen,3
3339,allergy,1
3340,unremarkable,3
3341,suite,4
3342,melbourne,1
3343,itvolley,1
3344,thompson,2
3345,jackie,3
3346,scouting,4
3347,presumed,2
3348,ahold,2
3349,guardian,3
