,adj,freq
1746,unfit,4
1747,distress,1
1748,added,4
1749,thaw,1
1750,suicidal,6
1751,costello,3
1752,unravel,12
1753,february,15
1754,repeat,5
1755,quantico,1
1756,siren,2
1757,wait,27
1758,michaela,6
1759,hospitalized,28
1760,fewer,31
1761,purpose,16
1762,witnessed,18
1763,noon,5
1764,wave,9
1765,marquez,1
1766,post,10
1767,surprised,21
1768,effective,32
1769,froggy,1
1770,tragedy,61
1771,affair,2
1772,inaudbible,1
1773,underwent,10
1774,crumb,1
1775,broad,21
1776,unspeakable,43
1777,senseless,58
1778,honor,25
1779,straw,5
1780,unfortunate,31
1781,tireless,3
1782,british,40
1783,van,1
1784,gurley,1
1785,quest,2
1786,daylight,3
1787,tornado,7
1788,zoomed,1
1789,fundamental,30
1790,dallas,655
1791,osage,2
1792,ithigh,1
1793,along,17
1794,record,9
1795,soluble,1
1796,honest,32
1797,accountable,51
1798,awareness,6
1799,canadian,41
1800,kevin,6
1801,conservative,19
1802,candidatian,1
1803,nathan,4
1804,flood,6
1805,preferred,3
1806,anderson,11
1807,sus,3
1808,canada,17
1809,ax,1
1810,parliament,2
1811,unprovoked,1
1812,hit,16
1813,renowned,1
1814,propaganda,3
1815,kim,2
1816,denounce,1
1817,dft,1
1818,hideous,6
1819,extremist,21
1820,ember,1
1821,radical,97
1822,ottawa,4
1823,passport,1
1824,excessive,10
1825,brown,99
1826,razz,1
1827,muslim,41
1828,marysville,51
1829,parental,3
1830,alexandra,6
1831,cindy,1
1832,assignment,5
1833,sizable,4
1834,braden,1
1835,swat,11
1836,drive,63
1837,meticulous,12
1838,offic,3
1839,neutralize,12
1840,evan,12
1841,komo,1
1842,neighboring,6
1843,message,5
1844,evacuate,9
1845,locate,3
1846,jump,3
1847,unharmed,3
1848,lady,33
1849,baldwin,5
1850,toughest,7
1851,let,39
1852,david,67
1853,son,8
1854,daughter,2
1855,lineal,1
1856,indicated,2
1857,nina,4
1858,sizeable,2
1859,alongside,11
1860,classroom,3
1861,jive,1
1862,arrived,15
1863,understanding,34
1864,provided,2
1865,superintendent,19
1866,jordan,6
1867,confused,7
1868,confirmed,17
1869,freshman,24
1870,ish,1
1871,protocol,10
1872,mobilization,1
1873,attend,2
1874,kid,8
1875,hug,5
1876,joanne,1
1877,attempted,6
1878,frankie,1
1879,miserable,9
1880,ill,36
1881,suburb,12
1882,outstanding,32
1883,extend,13
1884,native,32
1885,infinite,3
1886,tles,1
1887,becky,11
1888,dvr,4
1889,burnett,6
1890,heal,22
1891,unaware,5
1892,gosh,9
1893,hannah,4
1894,sleep,65
1895,liked,4
1896,athletic,3
1897,feasible,1
1898,title,1
1899,trace,1
1900,yea,1
1901,xwun,1
1902,birthday,5
1903,spend,11
1904,outdoor,4
1905,hidden,4
1906,lunch,1
1907,miscall,1
1908,step,18
1909,africa,5
1910,mandatory,9
1911,incomprehensible,9
1912,nate,2
1913,junior,14
1914,susan,12
1915,candiotti,2
1916,distant,2
1917,whois,1
1918,designated,2
1919,hatchet,4
1920,privacy,2
1921,awesome,23
1922,fungal,14
1923,humira,34
1924,ian,7
1925,defeat,5
1926,rollover,1
1927,incentive,1
1928,automotive,1
1929,border,1
1930,iraqi,8
1931,cosmetic,2
1932,breast,1
1933,serbia,2
1934,norm,4
1935,deployment,5
1936,bombshell,2
1937,wintertime,1
1938,unlocked,2
1939,christopher,2
1940,forest,1
1941,boy,7
1942,el,16
1943,quantify,2
1944,grant,3
1945,negative,36
1946,grab,8
1947,ra,3
1948,andy,60
1949,thankful,19
1950,friend,5
1951,request,17
1952,aarp,10
1953,medicare,8
1954,liltal,2
1955,residue,2
1956,temporary,18
1957,reservist,1
1958,amnicola,34
1959,agoewe,2
1960,spokesperson,6
1961,marilyn,3
1962,clarification,2
1963,unidentified,5
1964,sweep,33
1965,cleared,15
1966,tao,1
1967,marshal,10
1968,victim,16
1969,detailed,12
1970,directed,14
1971,berke,3
1972,tennessee,15
1973,recruiting,1
1974,idea,2
1975,valuable,13
1976,lee,42
1977,italian,7
1978,eighty,1
1979,unitedhealthcare,8
1980,standardized,1
1981,guard,14
1982,convertible,31
1983,search,21
1984,recruitment,8
1985,sharp,7
1986,hamilton,10
1987,nightmare,17
1988,lied,1
1989,accessory,2
1990,kaical,2
1991,praise,3
1992,vertebra,1
1993,neurological,4
1994,hiv,1
1995,efficient,9
1996,ensincident,1
1997,coordinated,7
1998,courageous,18
1999,neal,3
2000,representational,1
2001,fitzgerald,1
2002,marine,42
2003,bullet,9
2004,tapper,3
2005,triagic,1
2006,realistic,9
2007,coordination,2
2008,nay,2
2009,sounded,1
2010,sever,1
2011,spvgs,1
2012,stage,1
2013,mouth,4
2014,newer,4
2015,stopped,5
2016,upgrade,15
2017,sect,1
2018,oval,42
2019,biden,8
2020,comment,4
2021,chuck,21
2022,fleischman,2
2023,integrative,1
2024,fincham,1
2025,hometown,31
2026,discernible,1
2027,fib,2
2028,born,48
2029,laptop,10
2030,prep,3
2031,unnecessary,2
2032,scramble,3
2033,constant,17
2034,abdulazeez,15
2035,chootattanooga,2
2036,rammed,1
2037,flag,39
2038,naturalized,15
2039,jordanian,12
2040,eagan,1
2041,pregnant,10
2042,forensic,38
2043,photograph,5
2044,alleged,39
2045,overtime,3
2046,nail,5
2047,electrical,12
2048,mosque,4
2049,duty,8
2050,brutal,28
2051,kuwait,3
2052,attacked,12
2053,adaptive,1
2054,responsive,4
2055,hungry,3
2056,meta,1
2057,erica,3
2058,york,14
2059,nature,34
2060,window,7
2061,syrian,11
2062,useful,7
2063,assad,2
2064,reestablish,2
2065,deescalate,1
2066,hang,6
2067,magnetic,1
2068,recollect,1
2069,iranian,8
2070,cave,1
2071,inflated,1
2072,israeli,6
2073,arab,4
2074,uae,1
2075,reporter,17
2076,handed,1
2077,grim,15
2078,feyerick,11
2079,v,4
2080,lunchtime,8
2081,notify,15
2082,route,10
2083,atrocious,4
2084,caught,22
2085,booby,2
2086,involvement,6
2087,somebody,7
2088,irrelevant,7
2089,forth,25
2090,ear,4
2091,sta,1
2092,cordon,3
2093,avat,1
2094,insane,7
2095,uc,15
2096,element,7
2097,character,4
2098,thread,8
2099,forgive,11
2100,science,2
2101,harry,13
2102,save,42
2103,beautyrest,1
2104,posturepedic,1
2105,douglas,14
2106,motivation,1
2107,sniff,2
2108,render,1
2109,dependent,3
2110,inaccurate,6
2111,casey,17
2112,lederhosen,6
2113,roseburg,30
2114,county,27
2115,interstate,24
2116,luke,13
2117,move,10
2118,provide,24
2119,holy,17
2120,ucc,25
2121,terrified,9
2122,corporal,29
2123,carry,69
2124,indication,9
2125,springfield,2
2126,snyder,21
2127,escorted,4
2128,online,71
2129,hall,8
2130,anguish,10
2131,pathetic,5
2132,connecticut,8
2133,internet,22
2134,ti,1
2135,mature,1
2136,student,4
2137,august,14
2138,suppose,6
2139,cedric,38
2140,poor,19
2141,nra,19
2142,put,8
2143,change,16
2144,universal,24
2145,enbrel,7
2146,intelligent,8
2147,nominate,2
2148,sweeping,16
2149,exchanged,2
2150,atmosphere,9
2151,auxiliary,1
2152,undergrad,3
2153,pastoral,2
2154,twisted,12
2155,safest,11
2156,earth,17
2157,advanced,37
2158,sufficient,23
2159,worrisome,1
2160,fewest,15
2161,harder,21
2162,enraged,4
2163,mull,1
2164,umpaqua,1
2165,ummy,1
2166,thunder,2
2167,fix,7
2168,vague,6
2169,stronger,59
2170,crest,8
2171,reinforcement,2
2172,bray,1
2173,imaginable,3
2174,cruel,1
2175,infamous,3
2176,everyday,21
2177,author,2
2178,lab,3
2179,encouraging,4
2180,blame,13
2181,exaggerated,2
2182,blown,1
2183,frustrated,7
2184,angrier,2
2185,laquan,44
2186,misleading,7
2187,crucial,23
2188,er,7
2189,tenure,3
2190,chorus,1
2191,emanuel,8
2192,teenager,4
2193,emptied,3
2194,confidential,4
2195,resign,3
2196,lowest,22
2197,discus,26
2198,undeniable,5
2199,illinois,10
2200,isha,30
2201,noticed,13
2202,environmental,13
2203,olympian,1
2204,pakistani,2
2205,improve,3
2206,eligible,7
2207,tamir,3
2208,christine,32
2209,allison,6
2210,libya,2
2211,beganola,1
2212,fat,5
2213,nutritious,2
2214,spinal,1
2215,unlawful,4
2216,exceptionive,2
2217,ro,2
2218,rahm,3
2219,coverup,1
2220,lack,13
2221,firing,15
2222,mccarthy,8
2223,prophecy,1
2224,moderate,7
2225,observe,2
2226,professional,48
2227,trust,10
2228,outer,2
2229,announced,1
2230,outrage,8
2231,embattled,1
2232,minneapolis,6
2233,closest,19
2234,narrative,40
2235,stunning,18
2236,map,14
2237,wer,5
2238,myrik,1
2239,rask,1
2240,extent,25
2241,location,6
2242,info,4
2243,iext,2
2244,disabled,12
2245,hernandez,5
2246,cita,1
2247,charter,2
2248,thick,4
2249,mainly,1
2250,text,47
2251,piece,23
2252,happens,8
2253,explosive,125
2254,employed,4
2255,locked,19
2256,launch,8
2257,spomt,1
2258,located,1
2259,receptionist,1
2260,blink,1
2261,paramedic,1
2262,kristin,1
2263,signal,16
2264,doug,7
2265,unified,27
2266,credible,19
2267,barricaded,3
2268,deceased,37
2269,arrowhead,5
2270,smaller,25
2271,respect,18
2272,valdivia,4
2273,piecemeal,1
2274,lawhead,3
2275,original,73
2276,routine,45
2277,handicapped,2
2278,fortunate,8
2279,nighttime,1
2280,appreciative,11
2281,corner,9
2282,richardson,3
2283,assemble,2
2284,relaxed,1
2285,eod,1
2286,created,4
2287,ex,2
2288,avenue,10
2289,contiguous,1
2290,flee,7
2291,clearer,10
2292,helpful,13
2293,pan,1
2294,kneeling,1
2295,microphone,1
2296,mid,2
2297,escaped,4
2298,traditional,12
2299,minimum,20
2300,um,7
2301,ocr,1
2302,convinced,20
2303,stephanie,7
2304,ne,2
2305,visual,12
2306,checkin,1
2307,daddy,2
2308,gastroenterologist,5
2309,citizen,25
2310,regular,67
2311,dalton,1
2312,jason,5
2313,invest,9
2314,forgiveness,9
2315,twin,5
2316,queen,4
2317,thi,3
2318,compact,4
2319,savin,4
2320,paperless,4
2321,kwour,1
2322,wet,4
2323,mexico,4
2324,provocative,10
2325,candid,2
2326,marco,5
2327,amanda,5
2328,argument,31
2329,virgin,3
2330,mess,11
2331,christie,3
2332,transported,14
2333,club,34
2334,ucf,2
2335,princess,1
2336,fill,10
2337,noise,2
2338,detonate,1
2339,programming,1
2340,wesh,1
2341,wftv,2
2342,correspondent,6
2343,singer,1
2344,concert,2
2345,gay,73
2346,pride,10
2347,latin,23
2348,delicious,7
2349,create,17
2350,sanchez,8
2351,finalist,1
2352,versatile,2
2353,iech,1
2354,recap,1
2355,anthony,6
2356,operate,5
2357,interfered,1
2358,gruesome,6
2359,understood,7
2360,palmer,6
2361,crowded,6
2362,arnold,4
2363,z,2
2364,bloodied,2
2365,en,2
2366,sobering,1
2367,testament,3
2368,temper,6
2369,sun,6
2370,graphic,21
2371,bod,1
2372,doey,1
2373,expansive,7
2374,safelite,31
2375,absorb,2
2376,uncertain,16
2377,meantime,16
2378,sedrick,1
2379,atthe,1
2380,attempt,20
2381,aurora,29
2382,countless,4
2383,fullest,7
2384,tie,14
2385,polarized,2
2386,onecert,3
2387,luckily,1
2388,prescription,5
2389,winne,2
2390,presumptive,34
2391,christal,2
2392,lgbt,45
2393,orlap,1
2394,unanswered,52
2395,boris,9
2396,chest,12
2397,sat,11
2398,receive,33
2399,underwood,1
2400,crystal,15
2401,packed,7
2402,questioned,4
2403,kill,30
2404,increase,6
2405,kevlar,34
2406,generational,1
2407,spread,18
2408,punishable,1
2409,ab,6
2410,prilosec,3
2411,cleanup,1
2412,isil,7
2413,devastating,24
2414,thin,10
2415,donate,14
2416,horrifying,3
2417,paris,12
2418,otherrlando,2
2419,dial,5
2420,believe,40
2421,gin,1
2422,cumbersome,1
2423,buddy,5
2424,festival,3
2425,reunite,9
2426,spanish,4
2427,scheduled,5
2428,hostile,9
2429,hatred,12
2430,omar,5
2431,isi,13
2432,pledged,5
2433,vigil,13
2434,sunday,94
2435,bjorn,1
2436,enormous,30
2437,juliet,3
2438,combination,3
2439,manual,8
2440,inexplicable,1
2441,sympathizer,1
2442,dissimilar,1
2443,react,22
2444,prone,2
2445,powerful,89
2446,hamid,1
2447,afghan,5
2448,stan,3
2449,singular,3
2450,kimberly,5
2451,deranged,12
2452,ideology,3
2453,allergic,29
2454,minimal,14
2455,dermatologist,15
2456,crowd,30
2457,eeastern,1
2458,desperate,13
2459,emotion,3
2460,saturday,28
2461,poorly,1
2462,tsarnaev,5
2463,sip,1
2464,raswan,1
2465,nehad,1
2466,uncomfortable,8
2467,rechargeable,3
2468,addressed,20
2469,ibgard,3
2470,rite,3
2471,deadlyiiest,1
2472,healthier,9
2473,indiana,5
2474,manned,1
2475,allow,40
2476,consul,1
2477,ibrahim,1
2478,homegrown,11
2479,expert,10
2480,joo,1
2481,monica,2
2482,letty,2
2483,applaud,5
2484,instinct,6
2485,lindsey,6
2486,nurse,8
2487,impacted,10
2488,disheartened,1
2489,forefront,5
2490,heated,4
2491,chronic,1
2492,gofundme,1
2493,jessica,1
2494,hid,2
2495,escape,2
2496,premier,3
2497,cop,20
2498,hopeful,11
2499,allergy,12
2500,lo,2
2501,arrested,4
2502,lah,5
2503,sanjay,7
2504,blank,3
2505,guide,13
2506,wrench,1
2507,sparked,10
2508,madness,10
2509,hearing,15
2510,petite,1
2511,tdetail,1
2512,turkey,13
2513,ambush,135
2514,responsibili,2
2515,parish,49
2516,rouge,187
2517,cat,6
2518,build,15
2519,speechless,2
2520,shut,31
2521,identify,16
2522,prospect,5
2523,bulletin,1
2524,historical,11
2525,hurtful,3
2526,die,11
2527,funeral,34
2528,web,7
2529,amateur,5
2530,flothere,1
2531,gut,7
2532,wrenching,2
2533,poppy,39
2534,lake,7
2535,dive,5
2536,harlow,5
2537,alton,4
2538,steal,13
2539,polo,4
2540,fraternal,5
2541,plural,11
2542,disorderly,4
2543,ninja,1
2544,baton,191
2545,height,6
2546,nose,4
2547,thumb,2
2548,fella,1
2549,hate,23
2550,physician,3
2551,governor,44
2552,assault,23
2553,escalated,1
2554,blue,51
2555,kasich,7
2556,freaked,2
2557,notified,5
2558,inevitable,6
2559,nefarious,3
2560,lapd,3
2561,context,35
2562,gavin,4
2563,wear,13
2564,bulletproof,9
2565,castile,8
2566,colonel,3
2567,tarnish,6
2568,upon,6
2569,accidental,14
2570,bleep,14
2571,sterling,9
2572,continued,12
2573,stain,2
2574,detergent,2
2575,factual,8
2576,rundown,9
2577,walt,2
2578,near,20
2579,swivel,1
2580,beat,8
2581,tension,2
2582,pawnshop,5
2583,posted,6
2584,contexualize,1
2585,tolerate,7
2586,apart,6
2587,harsh,4
2588,injure,2
2589,grieve,25
2590,eve,5
2591,tinder,2
2592,whittfield,1
2593,clean,31
2594,pain,5
2595,equal,15
2596,idealogical,2
2597,delivered,4
2598,forget,2
2599,kansa,43
2600,agree,38
2601,creative,9
2602,solar,8
2603,energize,3
2604,tone,8
2605,whitfield,1
2606,careless,6
2607,tenuous,5
2608,answering,1
2609,fragile,1
2610,crazy,58
2611,breezy,4
2612,vantage,2
2613,goodwood,3
2614,root,2
2615,place,15
2616,vital,18
2617,uad,1
2618,weary,1
2619,regardless,19
2620,danger,15
2621,enter,20
2622,overheated,2
2623,inflammatory,11
2624,supportive,7
2625,artificial,2
2626,nag,3
2627,ral,3
2628,discharged,3
2629,missouri,12
2630,killed,27
2631,mayor,13
2632,quicken,13
2633,win,7
2634,unjustified,16
2635,unjustifiable,6
2636,corey,2
2637,hunger,2
2638,divided,2
2639,riot,7
2640,grieving,4
2641,optimum,1
2642,prepare,11
2643,masked,1
2644,dialogue,2
2645,ary,1
2646,reject,7
2647,nominated,3
2648,vicious,64
2649,lamont,123
2650,ambiguous,13
2651,avoid,32
2652,cialis,24
2653,write,13
2654,surface,3
2655,purple,15
2656,indict,2
2657,dash,24
2658,obscured,2
2659,legislati,1
2660,dashcam,14
2661,uncan,1
2662,condone,3
2663,happiest,4
2664,frank,12
2665,uneasy,2
2666,lamon,3
2667,sky,6
2668,wb,2
2669,keith,33
2670,protest,86
2671,discern,9
2672,walking,7
2673,pointed,4
2674,summize,1
2675,steady,26
2676,takeaway,1
2677,use,12
2678,adamant,5
2679,banish,1
2680,viewed,1
2681,silent,19
2682,obligated,2
2683,cam,58
2684,justifiable,5
2685,omni,11
2686,camera,4
2687,neonazi,4
2688,irreblt,2
2689,tulsa,30
2690,sheath,1
2691,nowis,1
2692,recorded,2
2693,hypothetical,1
2694,reciprocate,1
2695,enforced,1
2696,natalie,25
2697,bradley,5
2698,non,7
2699,crutcher,8
2700,visible,18
2701,habvisible,1
2702,timetable,4
2703,pet,9
2704,checked,34
2705,released,5
2706,felony,3
2707,thana,1
2708,fuful,3
2709,photo,4
2710,ana,5
2711,perceived,2
2712,imminent,16
2713,pocket,2
2714,segregated,2
2715,cry,4
2716,determined,11
2717,met,3
2718,select,15
2719,clergy,1
2720,ritual,8
2721,empathy,6
2722,marvelled,2
2723,respective,4
2724,leadup,4
2725,eventual,3
2726,pleased,11
2727,disable,5
2728,leg,9
2729,pat,7
2730,windsor,1
2731,underwater,3
2732,colonial,2
2733,carr,3
2734,kblaeblack,1
2735,worldwide,9
2736,wl,1
2737,matter,12
2738,cabinet,2
2739,ted,8
2740,tiny,14
2741,pebble,1
2742,alice,1
2743,cheech,1
2744,analyze,5
2745,turbulent,2
2746,funny,12
2747,refused,4
2748,definite,3
2749,ancient,4
2750,confront,6
2751,showdown,4
2752,snob,1
2753,honored,3
2754,morial,2
2755,marc,2
2756,undermine,4
2757,laura,2
2758,prescribed,8
2759,biologic,3
2760,sandwich,4
2761,smoked,2
2762,foccacia,2
2763,breakdown,2
2764,soup,1
2765,triptss,1
2766,amount,3
2767,tony,18
2768,occupied,4
2769,broadest,14
2770,taxi,17
2771,curb,3
2772,airpo,2
2773,baggage,21
2774,exterior,6
2775,shake,5
2776,reopen,36
2777,rrk,1
2778,patrol,8
2779,methodical,20
2780,activate,2
2781,catch,3
2782,hollywood,7
2783,gather,8
2784,airport,148
2785,airplane,8
2786,unloaded,8
2787,enforcement,37
2788,considerable,4
2789,breach,1
2790,lend,4
2791,broward,59
2792,broud,2
2793,manpower,3
2794,ground,4
2795,kreerl,1
2796,arrival,10
2797,delta,21
2798,snoo,1
2799,residual,2
2800,negate,5
2801,knowledgeable,2
2802,rushed,10
2803,claig,1
2804,pio,1
2805,slogan,1
2806,inclu,1
2807,host,4
2808,operational,46
2809,declared,9
2810,staring,1
2811,kept,5
2812,upper,30
2813,downstairs,5
2814,unsecured,12
2815,nonsecure,3
2816,orderly,10
2817,unforseeable,2
2818,culpable,2
2819,amongst,12
2820,patient,21
2821,include,2
2822,cn,1
2823,secondary,12
2824,quarantined,1
2825,nam,1
2826,ot,3
2827,disorganized,1
2828,tarmac,22
2829,estabon,1
2830,ind,1
2831,purse,2
2832,dog,2
2833,viable,17
2834,imperative,12
2835,miami,31
2836,interview,4
2837,ri,2
2838,rhyme,2
2839,cooperative,9
2840,runway,5
2841,drizzle,1
2842,parking,17
2843,unsubstantiated,8
2844,u,13
2845,grabbed,14
2846,flier,2
2847,faa,12
2848,busyest,1
2849,hotline,3
2850,mimi,1
2851,art,6
2852,davey,2
2853,familial,1
2854,shutter,2
2855,calmer,4
2856,background,7
2857,loophole,4
2858,english,8
2859,overwhelming,12
2860,jumped,1
2861,frozen,6
2862,smallest,3
2863,note,5
2864,seated,1
2865,color,5
2866,esteban,56
2867,dotcom,1
2868,flown,10
2869,twist,2
2870,assailant,15
2871,triggered,4
2872,uniformed,30
2873,magna,2
2874,istanbul,7
2875,yellow,19
2876,uptated,1
2877,undetermined,3
2878,entered,19
2879,preplanned,3
2880,alaska,14
2881,anchorage,4
2882,sh,2
2883,airpor,1
2884,recover,2
2885,evasive,1
2886,declare,8
2887,incomplete,2
2888,rampage,13
2889,ban,15
2890,respectful,7
2891,appreciated,1
2892,informed,12
2893,adjudicated,1
2894,productive,4
2895,neffinger,1
2896,viper,3
2897,cameraman,2
2898,omega,1
2899,si,3
2900,accused,4
2901,saunda,1
2902,allstate,14
2903,ved,1
2904,visa,5
2905,horrified,13
2906,overwhelmed,4
2907,generous,2
2908,multilateral,1
2909,finger,2
2910,intercontinental,1
2911,ballistic,9
2912,pennsylvania,4
2913,fugitive,8
2914,srunday,1
2915,erie,3
2916,tip,9
2917,fillia,1
2918,hail,8
2919,pilot,1
2920,fraught,2
2921,embroil,1
2922,travel,10
2923,encouragement,2
2924,gram,1
2925,tasty,5
2926,alisyn,14
2927,coy,3
2928,undermines,1
2929,undermining,1
2930,jacob,12
2931,nic,14
2932,northrop,5
2933,california,22
2934,nsa,7
2935,destale,1
2936,publish,3
2937,winterer,1
2938,document,8
2939,intercept,2
2940,inopportune,1
2941,inferno,1
2942,dpug,3
2943,standby,7
2944,unfair,4
2945,facedown,1
2946,nonstop,5
2947,rough,11
2948,outfielder,1
2949,tentative,4
2950,keilar,1
2951,ranking,11
2952,deliberate,8
2953,marty,3
2954,rescheduled,1
2955,supreme,10
2956,rodney,1
2957,mentioned,10
2958,ray,1
2959,feisty,1
2960,colorful,1
2961,baseman,1
2962,rearview,1
2963,bloir,1
2964,helpless,3
2965,arizona,5
2966,ascertain,3
2967,linz,2
2968,vivid,6
2969,pelosi,3
2970,appeal,3
2971,tend,4
2972,rachup,1
2973,forgotten,3
2974,pitcher,1
2975,tweeted,5
2976,andre,5
2977,helipad,1
2978,visceral,2
2979,drog,1
2980,unconscionable,14
2981,errant,1
2982,lobbyist,5
2983,timothy,9
2984,blessed,6
2985,gingrich,8
2986,divisive,19
2987,measured,1
2988,furious,12
2989,alex,44
2990,smarter,18
2991,lobbiest,1
2992,emailed,1
2993,captive,2
2994,weekly,8
2995,dakota,2
2996,benefit,4
2997,erase,1
2998,work,6
2999,lauren,5
3000,laurin,1
3001,richest,2
3002,twenty,6
3003,tribute,15
3004,pit,3
3005,shepard,8
3006,smith,9
3007,interrupted,6
3008,michigan,5
3009,caliber,5
3010,herbal,1
3011,noic,1
3012,enic,1
3013,intimidated,1
3014,focal,3
3015,ferguson,8
3016,royal,1
3017,politician,1
3018,royce,1
3019,support,14
3020,neil,15
3021,sneak,3
3022,content,4
3023,questionable,9
3024,classic,3
3025,rent,3
3026,airlifted,1
3027,cheryl,1
3028,chipotle,1
3029,synchrony,3
3030,chimerical,2
3031,symbol,2
3032,utopia,2
3033,farm,1
3034,liz,10
3035,nile,2
3036,lehigh,3
3037,trish,23
3038,teleagainst,1
3039,guessing,2
3040,domain,4
3041,seriousness,3
3042,scant,2
3043,lid,4
3044,unlimited,24
3045,spark,7
3046,incapacitated,2
3047,vocal,12
3048,overdrive,1
3049,presumed,1
3050,arcade,1
3051,detective,33
3052,analysis,1
3053,nypd,14
3054,improper,3
3055,trigger,9
3056,quadrant,1
3057,foremost,6
3058,collective,9
3059,sigh,6
3060,shift,6
3061,cobble,3
3062,plow,2
3063,wary,7
3064,hectic,8
3065,adjective,1
3066,associate,3
3067,incomprehensivable,1
3068,serve,6
3069,cyber,8
3070,deserve,3
3071,frantz,1
3072,pal,2
3073,administrative,18
3074,hose,4
3075,test,2
3076,authorized,2
3077,alicia,2
3078,meanwhile,10
3079,geraldo,2
3080,unsuspecting,2
3081,unwas,1
3082,deficient,4
3083,uncomplicated,1
3084,escalate,2
3085,ambulance,1
3086,load,6
3087,mac,2
3088,consider,7
3089,defenseless,2
3090,southwestern,26
3091,craziness,1
3092,communicate,5
3093,mitigating,1
3094,homeland,12
3095,atlantic,12
3096,oregonian,9
3097,weep,2
3098,cherish,3
3099,jose,10
3100,burman,7
3101,willis,4
3102,built,4
3103,defazio,1
3104,wyden,1
3105,external,5
3106,interior,3
3107,university,7
3108,nairobi,1
3109,interested,27
3110,unfamiliar,2
3111,whoever,1
3112,episcopal,2
3113,narrowing,2
3114,broke,2
3115,interim,7
3116,exhaustive,2
3117,grid,1
3118,sprent,1
3119,od,2
3120,sparse,1
3121,heroic,24
3122,indebeen,1
3123,lisa,6
3124,shell,2
3125,setup,1
3126,retired,17
3127,jesse,1
3128,evidentiary,4
3129,conceivable,1
3130,automated,1
3131,specificity,2
3132,capture,3
3133,enable,6
3134,spirited,2
3135,dekraai,1
3136,decry,3
3137,beside,3
3138,dealt,3
3139,wee,2
3140,conversation,2
3141,bipolar,2
3142,alone,8
3143,sensible,17
3144,sickness,5
3145,psychopathic,2
3146,hope,7
3147,hopeless,4
3148,weaker,6
3149,sceup,1
3150,relive,7
3151,borne,7
3152,plight,1
3153,articulate,2
3154,fiery,3
3155,weighed,2
3156,hank,2
3157,sheinkopf,1
3158,dismay,3
3159,dobbs,4
3160,provincial,1
3161,taliban,4
3162,seized,1
3163,unnamed,3
3164,lou,19
3165,vladimir,4
3166,strongust,1
3167,legalzoom,4
3168,fake,5
3169,push,20
3170,nicole,36
3171,wealthy,3
3172,shifted,1
3173,uncontained,1
3174,multiplier,1
3175,jo,4
3176,vicky,4
3177,eastbound,2
3178,armor,19
3179,exclamation,1
3180,kttv,1
3181,mask,4
3182,underreact,1
3183,overreact,1
3184,aguilar,5
3185,epidemic,6
3186,perhap,1
3187,wheelchair,1
3188,rejigger,1
3189,crystallize,1
3190,gathered,2
3191,fish,4
3192,blend,1
3193,track,6
3194,kent,2
3195,reset,3
3196,tune,1
3197,populated,4
3198,net,13
3199,ice,1
3200,rescue,6
3201,impaired,3
3202,drastic,2
3203,safer,7
3204,nobody,7
3205,sister,8
3206,coherent,4
3207,identification,2
3208,precept,1
3209,lavinia,1
3210,christmas,7
3211,ntact,1
3212,mall,20
3213,viewer,3
3214,ceremony,2
3215,raid,2
3216,col,1
3217,collar,5
3218,southerly,1
3219,corned,1
3220,sophisticated,18
3221,standoff,7
3222,shep,4
3223,narrow,4
3224,description,4
3225,glean,1
3226,enact,2
3227,evaluate,3
3228,lumos,1
3229,mississippi,5
3230,populous,1
3231,transformational,1
3232,oppose,1
3233,austin,2
3234,oliver,1
3235,leap,8
3236,legendary,7
3237,defied,1
3238,semi,16
3239,maria,11
3240,rise,1
3241,boisterous,4
3242,snap,6
3243,fractional,1
3244,opec,2
3245,freeze,1
3246,kaepernick,1
3247,introduce,6
3248,juan,2
3249,preconceived,1
3250,justify,1
3251,switch,6
3252,ethnic,5
3253,speaking,5
3254,lethal,15
3255,raleigh,1
3256,fulfill,1
3257,cut,3
3258,iran,5
3259,westin,1
3260,booked,2
3261,wifi,4
3262,survive,28
3263,flurry,2
3264,magical,3
3265,posed,3
3266,daredevil,1
3267,craziest,1
3268,consult,1
3269,outrageous,11
3270,lighter,9
3271,bastille,5
3272,hotel,4
3273,pricier,1
3274,dora,1
3275,sap,1
3276,enthusiasm,1
3277,claim,12
3278,estaban,5
3279,busiest,20
3280,conventional,3
3281,optimism,1
3282,domino,2
3283,outt,1
3284,mine,3
3285,cohesiveness,1
3286,sheltered,9
3287,giveth,1
3288,goldman,5
3289,proprietary,2
3290,whoo,1
3291,fll,4
3292,panicky,3
3293,pro,22
3294,fiscal,10
3295,toddle,2
3296,gunned,4
3297,laying,1
3298,acted,18
3299,adam,8
3300,shapiro,2
3301,tower,10
3302,luggage,11
3303,accomplish,7
3304,manifest,4
3305,sig,1
3306,ai,2
3307,moscow,3
3308,declassified,3
3309,conclusive,3
3310,wright,10
3311,turned,32
3312,mayhem,2
3313,elal,1
3314,lax,4
3315,accept,8
3316,leftist,5
3317,magic,2
3318,elizabeth,6
3319,deirdre,2
3320,satisfied,11
3321,mythical,2
3322,pointy,2
3323,tour,10
3324,elect,3
3325,alerted,1
3326,holden,13
3327,column,3
3328,attracted,3
3329,perez,3
3330,cool,18
3331,elite,2
3332,gulf,1
3333,uk,18
3334,reinfor,1
3335,moyle,1
3336,integral,2
